id	sentence1	sentence2	is_duplicate
127932 c1e7fd36-fb5d-4d79-bf1a-8b4ddac590d9	Which is the most used computer language?	Which is the most used and most popular computer programming language in every field?	1.0
49887 6e1af624-d534-4e38-a23a-a0edf9e6ede5	What is series generator?	What are the characteristics of a series generator?	0.0
44606 c26d01eb-991d-4d5a-8636-39cd39b4fd12	Why are so many Quora users posting questions that are readily answered on Google?	Why don't many people posting questions on Quora check Google first?	1.0
57342 bd248d64-3afd-4574-8bf2-184f35dcb19e	Will doing a PMP certification help my career?	How will PMP help in building my Career?	1.0
384115 c91ba380-03ac-4a36-a07d-6bdc11051367	What are some good PowerPoint templates for an academic lecture?	What is the best way to give a PowerPoint presentation?	0.0
249238 0d799f8c-2cbf-4af4-a952-7c56c263bf8f	What are the major differences between Chinese culture and Western cultures?	What are the differences between Chinese and western cultures?	1.0
285681 662251a0-7415-4059-81b6-e9cab961ceaa	Can you freeze cooked mushrooms? If so, for how long?	Can you freeze mushrooms? If so, for how long?	0.0
224974 1f250df9-e343-4896-8512-d901024995d6	What is the role of technology in investment banking?	What is the role of Technology in an Investment Bank?	1.0
12721 cdb84318-8dc7-45d2-812e-bbd006ff9e44	What are the perks of having a paint mixing board?	I need online guidance to crack IBPS PO interview. Mock interviews too. Any chance?	0.0
351022 197d1ef6-556c-4cd1-beb2-7c90b9567ced	What’s the new employee onboarding at Google like?	What’s the new employee onboarding at Facebook like?	0.0
103926 5c374696-a291-41e4-b529-c49b794c1dad	What does ISIS really want?	Can someone shed a light on ISIS and their ideology?	0.0
223223 0e6a2dc6-e001-4e4c-b58c-854fd4a7a2ef	"Which one is correct - ""I didn't do it Purposely"" or ""I didn't do it Intentionally""?"	"What they didn't mention, and which is really good, is how much time I'd spend out of the office. Can we replace the ""which"" with ""what""?"	0.0
388736 c45791eb-f770-4105-acb2-f131d3a95335	What will be the salary of a IAS officer after seventh pay commission?	What is the salary of an IAF officer after the 7th pay commission?	0.0
75170 8c590dc6-cc6c-4cfb-a20e-c3fdbda866ca	How does ito integral represent a Brownian motion?	Why are Ito integrals important?	0.0
121543 9b624e76-e82c-42f5-92c3-6d3e1755edd5	How can you track my package that was transferred from UPS to USPS?	Can I drop off USPS packages at a UPS store?	0.0
20506 2b7bfbb4-0c4e-47ec-97a8-eef2d867488c	Are there any free fonts for Western letters that look like Chinese calligraphy?	How can I get the Myriad Pro font for free?	0.0
8459 6168a36c-6609-430b-ad92-98c65332038b	How do I learn spoken English?	How can I learn to speak a fluent English?	1.0
233368 ce888892-c7dd-4ecc-8f79-92be88537193	How many pages is 750 words?	How many words on a standard typed page on average?	0.0
241702 25c3666f-dbf0-40ba-becf-161ef49af424	Which is healthier chicken or mutton?	Is eating chicken healthier than Eating mutton?	1.0
79762 0e69ccd8-6234-4dea-8d88-5008a7db2f50	Who is Grandmaster Shifu Shaurya Bharadwaj?	It is known that our enemy Pakistan has tactical nuclear weapons and missile: Nasr (60 KM). Does India have any tactical Nuclear Weapons? Can our Shaurya, Prahar, and Prithvi missile counter pakistan's Nasr?	0.0
396239 b39bb994-bc22-4634-9310-dd72df267eea	How do I find the right person for me?	How do I find the right one?	1.0
104731 296558db-6c85-466e-a490-2477604e8247	Why the hill region remains cool?	Why the hill region remain cool?	1.0
39881 b84b71d2-cad6-4417-97b3-322512d919b1	Is it true that if you shave your facial hair it will grow back faster?	Is it true that if you shave, your beard will grow faster?	1.0
75146 a721f073-6e04-471d-9625-4cf0c1888b69	How do I use the law of attraction in daily life?	How can I use the law of attraction in daily life?	1.0
360643 911608cc-0f38-4c7d-b9cd-58722abf4cba	If I want to become a UI designer, what major(s) would you recommend for college and what colleges offer these majors?	If I want to become a UI/UX designer, what major(s) would you recommend for college and what colleges offer these majors?	1.0
229689 3cdc0708-f0f0-44a3-a573-46c82d848949	Can I make 500,000 a year betting on horses?	Can I make $US 100,000 a month betting on horses?	0.0
108362 fee1ca3c-2259-4902-ab2c-269e54de595a	How can I slim down my face?	I'm a chubby girl and my face looks swollen. How can I slim my face?	1.0
146532 bfc5ffa0-c6f6-45ee-a9b6-cea722796f09	Who are some lesser known important historical figures of Gabon and what should people know about them?	Who are some lesser known important historical figures of Palestine and what should people know about them?	0.0
340008 a9c7a26c-b4c2-43ad-9c8f-e05c2d254fd2	How do I stop my Pomeranian/Shih Tzu mix from humping my furniture?	How do you stop your Boxer/Pitbull mix from humping your furniture?	1.0
90623 4a45dc8a-0e4d-4805-be5f-6935e4d6bc28	How can I learn to think critically while working on a design project?	How can I learn to think like a UX designer?	0.0
121902 3d059189-7ee0-4407-9707-812bbb82c459	"Has a major American presidential candidate ever called their opponent ""the devil"" before Trump?"	The usual proportion for the width of key is. (a) d/8. (b). d/6. (c). d/4. (d). d/2.?	0.0
949 252a7291-41fb-4374-a609-7b19ea069827	Why is Saltwater taffy candy imported in Australia?	Why is saltwater taffy candy imported in Austria?	1.0
306628 26dc4875-2c5e-4b04-886c-5dc29e668279	Where do you find your wireless network security key?	How do I find the network security key?	1.0
269141 06e67cd4-62e1-4387-aa1c-8f0f9050fb45	How can I unlearn math to be faster at learning maths after?	How can I learn math?	0.0
22582 e0fe4322-003d-4919-b68d-70b59a233715	How can I get into Yale(MBA)?	How do I get into Yale?	1.0
260595 00a7f06c-32a6-4130-9d24-132eacaf2d0f	What questions would be asked on Quora if Hillary Clinton gets elected?	Why does the tip of European descendant’s nose wiggle when they speak?	0.0
361819 bbe997a4-b442-47b2-bcf9-5ed9e105d285	What are the procedures for applying for MS abroad?	What is the procedure for applying for an MS abroad?	1.0
377750 eeca5798-c95e-42fb-9437-f035a566f402	How can I realistically make money online?	How do you make easy money online?	1.0
97258 add8d762-d267-46f1-863a-b80525c9cb4e	What is a good question to ask Quora?	What is the most important question asked on Quora?	1.0
23262 f497b0c6-6fd3-491c-96c2-bbb1b8b7658e	Why is Singapore airlines’ asset turnover significantly below the industry average?	What is it like to be an air steward for Singapore airlines?	0.0
56437 9517dbbe-3e52-4989-bb75-a1962e424fad	Can I be a pro soccer player at the age of 21?	What can I do as a 14 year old to become a pro soccer player?	0.0
362846 4a39f444-ebb7-4cec-8174-0853671a1fdd	Which console is better- Xbox One or PlayStation 4?	Which is Better, the XBOX One or PlayStation 4?	1.0
10138 b7845348-5be9-4a1d-8ca4-104b405d247d	What are the roles and responsibilities of an internal audit team?	What kind of work is done in internal audit?	0.0
69672 d533810f-c5e5-4522-890b-420218b82aab	How can I hack a wattpad account?	How do I hack into a Wattpad account?	1.0
297089 11a46300-5355-4e77-8022-53fd3663a165	What disease do I have?	What disease do you think I have?	0.0
324575 a9302839-6401-4f8b-95ec-cefdf0605d8a	How many faithless electors are there right now to stop Trump from becoming president?	How many faithless electors are there are right to stop Trump from becoming president?	1.0
363851 8962a817-8d7f-4703-b4a5-a97bfe2e7cf6	What's the quality of a dailyobject phone case? Do they fade with time?	How should I look for an engineering job in the US, as a recent foreign graduate?	0.0
316165 515b5509-c70a-4d67-8c98-74da9cb9fb28	What happens if my OPT expires in June 2017 while my Adjustment of Status (EB3) is still pending?	While registering for the GRE, what should I fill as my educational status if I am in my 7th semester?	0.0
186425 08fc02a2-f221-454a-9e93-4053b0da17b8	What is something that India has but U.S.A. does not?	What are the advantages of living in India over living in the U.S.?	0.0
86686 c8c7a167-4e7d-42ed-8017-f4e9e204d0d4	How will you differentiate between love and lust?	How do you really know the difference between love and lust in a relationship?	1.0
53191 ac02224e-3d87-49a9-9be2-652a0a5d3b30	What 's your favorite book?	What are you favorite book?	1.0
354993 ba70c8f8-5fe4-44ff-af1b-1239d4108007	How does Hawala work?	What is hawala transaction?	1.0
296009 7b8c321b-ebb0-4163-8c1d-e858362d34c7	How do I lose 30 pounds?	How do I lose 15 kilos?	1.0
296145 6e545865-6c7d-4150-a462-7bee6d44ca59	Which is a suitable inpatient drug and alcohol rehab center near Porter County IN?	Which is a suitable inpatient drug and alcohol rehab center near Marshall County IN?	0.0
174559 b16c57a9-4d39-4292-a8b9-bedd886365df	Is there a time in German history when technical workers were looked down upon? Why?	Is there a time in German history when technical workers were looked down upon? If yes, when?	0.0
76289 099ea9c6-6fef-449b-83a8-4cd5dfd714b7	When is it ok to make excuses?	Is it generally okay to make excuses?	0.0
375648 a85e92ae-aa9a-4ca8-b194-4482f9916b27	How does Google make its money?	How does Google earn money?	1.0
347846 fd447b0b-6211-47cf-b4d3-3e71e143866a	How do you know when to end a relationship for good?	How do you know when a relationship is ending?	0.0
83208 8815cc9f-0de6-40f1-9263-c2fa89366e70	What is the solution to this problem?	What is the solution of this problem?	0.0
248143 a872cb87-169c-400e-b80a-3feb6a3ee7a7	How is Friedreich's disease identified?	What would make my eMachines computer beep?	0.0
39750 8b706770-0e3b-4dfb-92af-92a8801fcfb8	Why am I not getting job in software industry?	How do I get a job in the software industry?	0.0
94123 3bb02b23-2412-49ec-91fd-fcf99c59144d	What are the demerits of the demonetiztion which was done by the PM?	What are the demerits of demonetizing?	0.0
207530 b180eaff-3ad6-4459-8013-8992d4f368a7	In the eventuality of war between Russia and the USA, what shall be the outcome? Who shall be victorious?	Who will win war between Russia and US?	1.0
33268 a4b0b5fd-e091-4178-a59c-025f44e16234	As an engineering 3rd year student what should I start preparing for IAS exam?	How do I start preparation for IAS exam?	1.0
177394 fa6962bb-04d5-499b-8840-4f590ed391d1	Why do people get angry with me because I dislike infidelity?	Why do we get angry?	0.0
22445 3a41ad22-2822-4ea9-b28f-7b1f883d8e07	Do I need to know how to code in order to create a website on WordPress? I just started to learn coding and I was wondering if it could be useful	Do I need to know how to code in order to create a website on Squarespace or WordPress?	1.0
357759 5a9d428b-7953-4ee8-86ae-5d002116f65c	Is there Wi-Fi on airplanes?	How does the Wi-Fi on airplanes work?	1.0
59740 5838d3ae-08b5-48a0-83d1-9b6cd30f4764	How do I get rid of fruit flies?	How do you get rid of fruit flies?	1.0
326500 64b52496-97c4-4cdc-b141-24d497773305	Is it possible to have black hole inside a black hole?	Is it possible to have a black hole inside another?	1.0
21739 8a0dfbfd-4483-4245-b1d4-1eac6738a1ee	Why was presidential inauguration day in the U.S. changed from March 4 to January 20 in 1930s?	What will your reaction be the day after the November 2016 U.S. presidential election if the candidate you voted for loses?	0.0
200627 41f66c04-54c6-4769-add7-e715e53d91a1	What are some things new employees should know going into their first day at Real Industry?	What are some things new employees should know going into their first day at Raven Industries?	0.0
292494 b6e562d0-21ac-4389-ba61-ec20ef63005d	How does TED Talks choose speakers?	How are TED Talks speakers chosen?	1.0
390889 e53bf2ae-c1e7-4647-be75-1ba363710367	It is possible to travel by time?	Could time travel be possible?	1.0
256611 84f538f3-12fd-4afc-9e5c-4e45ebb05861	What is the best programs for mechanical engineerings?	What is the best career for a mechanical engineer?	0.0
286642 463ed0f0-462c-4794-8225-963cd6bdf4d2	What tool for tracking opened email would you suggest?	How do you determine whether an email was opened by a recipient?	1.0
115849 ce745414-7ea6-4398-b183-fa9ba7c9e159	Is listening to music while studying good for yourself?	What is the best music to listen to while studying?	0.0
325348 8a0c6ea8-aec2-4aba-82ba-398dcce5e96a	How Do I get traffic on website?	How can I increase traffic on my blog?	1.0
358466 2d889335-722e-47fb-a7bc-8539355d4b40	What is it like to be a touring musician?	What is living on a tour bus likeif you are a popular musician?	0.0
142527 3ba9a511-161b-4041-8b8b-48f36f3c3a0e	What happens during rti first appeal hearing?	Is it possible to breed lemons and other citrus fruits through natural selection from an orange grove?	0.0
98080 869bd2eb-001e-42eb-aa58-16d876c3d87a	How is data transmitted through wires in the computer?	How much data is being transmitted over digital TV broadcasts?	0.0
239743 f23daf8d-e984-44c6-a211-5a5721ae5702	Can you be a music composer without being able to play any instrument?	Which musical instrument is being played in the following song?	0.0
23463 4cf98170-7d69-4513-998c-bad27206832b	How do I download a whole playlist of 40 videos on YouTube in one go?	How do I download complete YouTube playlist videos without any software?	1.0
72736 7cd3fee8-2aeb-470e-80cf-c07b04a3eeb8	Why is Breaking Bad boring?	Who is the hero in Breaking Bad?	0.0
376122 ffec961f-6cf8-4de6-ad81-76cd90f32e4b	What is the biggest irony of education in India?	What is the biggest irony about IIT?	0.0
203577 fa377e6f-56bb-4fa4-829d-913fea8777c7	What do you mean by dream big?	What does seeing a big lizard often in the dreams mean?	0.0
35279 ab76d957-c199-4a86-a21d-988bd95866dc	What has the Modi government achieved since coming to power?	What has the Narendra Modi Government done since being elected in 2014?	1.0
124168 eb481a1b-90ed-41bf-8468-80be41d14af6	Where does Quora draw the line on freedom of speech?	How does Quora feel in regards to freedom of speech?	1.0
